Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Paul George,SF,22,IND,19,19,41.1,6.3,14.6,.430,1.8,5.5,.327,4.5,9.1,.491,.491,4.9,6.7,.727,0.8,6.6,7.4,5.1,1.3,0.5,3.9,3.8,19.2,2013
Draymond Green,SF,22,GSW,12,1,18.6,2.0,4.7,.429,0.8,1.9,.391,1.3,2.8,.455,.509,1.1,1.4,.765,1.2,3.1,4.3,1.6,0.5,0.8,1.0,2.9,5.8,2013
Blake Griffin,PF,23,LAC,6,5,26.3,4.8,10.7,.453,0.0,0.0,,4.8,10.7,.453,.453,3.5,4.3,.808,1.3,4.2,5.5,2.5,0.0,0.8,2.2,4.0,13.2,2013
James Harden,SG,23,HOU,6,6,40.5,7.5,19.2,.391,2.5,7.3,.341,5.0,11.8,.423,.457,8.8,11.0,.803,0.8,5.8,6.7,4.5,2.0,1.0,4.5,3.0,26.3,2013
Roy Hibbert,C,26,IND,19,19,36.5,6.3,12.4,.511,0.0,0.0,,6.3,12.4,.511,.511,4.4,5.4,.806,4.7,5.2,9.9,1.4,0.2,1.9,2.3,3.9,17.0,2013
Al Horford,C,26,ATL,6,6,36.3,6.8,13.8,.494,0.0,0.0,,6.8,13.8,.494,.494,3.0,4.5,.667,2.0,6.8,8.8,3.0,1.0,0.8,1.5,2.8,16.7,2013
Dwight Howard,C,27,LAL,4,4,31.5,6.5,10.5,.619,0.0,0.0,,6.5,10.5,.619,.619,4.0,9.0,.444,2.5,8.3,10.8,1.0,0.5,2.0,4.0,4.3,17.0,2013
Andre Iguodala,SG,29,DEN,6,6,40.5,6.3,12.7,.500,2.3,4.8,.483,4.0,7.8,.511,.592,3.0,4.2,.720,1.5,6.5,8.0,5.3,2.0,0.3,2.8,1.5,18.0,2013
LeBron James,PF,28,MIA,23,23,41.7,9.2,18.8,.491,1.6,4.2,.375,7.7,14.6,.524,.532,5.9,7.6,.777,1.6,6.8,8.4,6.6,1.8,0.8,3.0,1.9,25.9,2013
Joe Johnson,SG,31,BRK,7,7,38.7,6.1,14.7,.417,1.4,5.6,.256,4.7,9.1,.516,.466,1.1,1.3,.889,0.6,2.6,3.1,2.7,1.1,0.0,1.7,1.9,14.9,2013
DeAndre Jordan,C,24,LAC,6,6,24.0,1.7,3.7,.455,0.0,0.0,,1.7,3.7,.455,.455,0.3,1.5,.222,2.5,3.8,6.3,0.2,0.2,1.7,1.5,3.0,3.7,2013
Kyle Korver,SF,31,ATL,6,2,29.5,3.2,8.2,.388,2.0,5.7,.353,1.2,2.5,.467,.510,1.8,2.0,.917,0.0,3.3,3.3,0.7,0.3,0.7,1.0,2.3,10.2,2013
David Lee,PF,29,GSW,6,1,10.8,2.2,5.5,.394,0.0,0.0,,2.2,5.5,.394,.394,0.7,1.0,.667,1.0,3.7,4.7,0.8,0.5,0.2,0.8,0.8,5.0,2013
Kawhi Leonard,SF,21,SAS,21,21,36.9,5.5,10.0,.545,1.1,2.8,.390,4.4,7.2,.605,.600,1.5,2.3,.633,2.4,6.7,9.0,1.0,1.8,0.5,1.1,1.9,13.5,2013
Tony Parker,PG,30,SAS,21,21,36.4,8.0,17.4,.458,0.5,1.5,.355,7.4,15.9,.467,.473,4.1,5.3,.777,0.7,2.6,3.2,7.0,1.1,0.1,2.5,1.2,20.6,2013
Chris Paul,PG,27,LAC,6,6,37.3,8.2,15.3,.533,1.0,3.2,.316,7.2,12.2,.589,.565,5.5,6.2,.892,0.5,3.5,4.0,6.3,1.8,0.0,1.5,2.8,22.8,2013
Zach Randolph,PF,31,MEM,15,15,36.9,6.6,14.3,.460,0.0,0.1,.000,6.6,14.3,.463,.460,4.2,6.3,.670,3.9,6.1,10.0,1.6,0.7,0.5,2.1,3.5,17.4,2013
Jeff Teague,PG,24,ATL,6,6,35.5,4.5,13.5,.333,0.5,1.7,.300,4.0,11.8,.338,.352,3.8,4.7,.821,0.5,2.3,2.8,5.0,1.5,0.3,2.3,2.8,13.3,2013
Klay Thompson,SG,22,GSW,12,12,41.3,6.3,14.5,.437,2.1,4.9,.424,4.3,9.6,.443,.509,0.4,0.5,.833,0.8,3.8,4.6,1.8,1.0,0.6,2.0,3.7,15.2,2013
Dwyane Wade,SG,31,MIA,22,22,35.5,6.5,14.3,.457,0.0,0.2,.250,6.5,14.1,.460,.459,2.7,3.6,.750,1.7,2.9,4.6,4.8,1.7,1.0,2.6,2.0,15.9,2013
Russell Westbrook,PG,24,OKC,2,2,34.0,8.5,20.5,.415,1.0,4.5,.222,7.5,16.0,.469,.439,6.0,7.0,.857,0.5,6.0,6.5,7.0,3.0,0.0,4.0,2.5,24.0,2013
Deron Williams,PG,28,BRK,7,7,41.7,6.4,15.1,.425,2.4,6.1,.395,4.0,9.0,.444,.505,5.3,6.4,.822,0.1,3.0,3.1,8.4,1.0,0.6,3.0,2.4,20.6,2013
LaMarcus Aldridge,PF,28,POR,11,11,40.1,10.3,22.7,.452,0.2,0.3,.667,10.1,22.5,.449,.456,5.5,6.8,.800,2.7,7.9,10.6,1.5,0.6,1.6,1.7,3.6,26.2,2014
Bradley Beal,SG,20,WAS,11,11,41.6,6.8,16.1,.424,2.0,4.8,.415,4.8,11.3,.427,.486,3.5,4.5,.796,1.4,3.6,5.0,4.5,1.6,0.6,2.1,2.8,19.2,2014
Jimmy Butler,SG,24,CHI,5,5,43.6,4.4,11.4,.386,1.2,4.0,.300,3.2,7.4,.432,.439,3.6,4.6,.783,1.2,4.0,5.2,2.2,1.2,0.0,0.6,2.6,13.6,2014
Stephen Curry,PG,25,GSW,7,7,42.3,7.3,16.6,.440,3.1,8.1,.386,4.1,8.4,.492,.534,5.3,6.0,.881,0.6,3.0,3.6,8.4,1.7,0.1,3.7,2.6,23.0,2014
DeMar DeRozan,SG,24,TOR,7,7,40.3,6.4,16.7,.385,0.9,2.6,.333,5.6,14.1,.394,.410,10.1,11.3,.899,0.4,3.7,4.1,3.6,1.1,0.3,2.6,3.3,23.9,2014
Kevin Durant,SF,25,OKC,19,19,42.9,10.2,22.2,.460,2.3,6.6,.344,7.9,15.6,.508,.511,6.9,8.6,.810,1.3,7.6,8.9,3.9,1.0,1.3,3.8,2.2,29.6,2014
Marc Gasol,C,29,MEM,7,7,42.7,6.7,16.6,.405,0.0,0.1,.000,6.7,16.4,.409,.405,3.9,4.9,.794,1.9,5.9,7.7,4.4,1.7,0.9,1.7,3.9,17.3,2014
Paul George,SF,23,IND,19,19,41.1,7.3,16.6,.438,2.7,6.8,.403,4.5,9.8,.462,.521,5.3,6.7,.789,0.7,6.9,7.6,3.8,2.2,0.4,2.6,2.9,22.6,2014
Draymond Green,SF,23,GSW,7,4,32.6,4.0,8.6,.467,1.1,4.1,.276,2.9,4.4,.645,.533,2.7,3.4,.792,2.6,5.7,8.3,2.9,1.7,1.7,2.4,4.7,11.9,2014
Blake Griffin,PF,24,LAC,13,13,36.8,9.0,18.0,.500,0.1,0.5,.143,8.9,17.5,.511,.502,5.5,7.4,.740,2.7,4.7,7.4,3.8,1.2,1.1,2.4,4.2,23.5,2014
James Harden,SG,24,HOU,6,6,43.8,8.3,22.2,.376,2.7,9.0,.296,5.7,13.2,.430,.436,7.5,8.3,.900,0.8,3.8,4.7,5.8,2.0,0.2,3.5,3.5,26.8,2014
Roy Hibbert,C,27,IND,19,19,28.5,3.5,7.7,.449,0.0,0.1,.000,3.5,7.7,.452,.449,2.3,3.0,.772,2.3,3.2,5.5,0.9,0.2,1.4,1.3,3.3,9.3,2014
Dwight Howard,C,28,HOU,6,6,38.5,9.7,17.7,.547,0.0,0.0,,9.7,17.7,.547,.547,6.7,10.7,.625,4.5,9.2,13.7,1.8,0.7,2.8,3.2,4.2,26.0,2014
Andre Iguodala,SF,30,GSW,7,7,35.4,4.6,8.9,.516,1.1,2.1,.533,3.4,6.7,.511,.581,2.9,4.7,.606,0.7,4.0,4.7,4.4,1.3,0.3,3.0,2.7,13.1,2014
LeBron James,PF,29,MIA,20,20,38.2,9.6,17.0,.565,1.8,4.3,.407,7.9,12.7,.618,.616,6.5,8.0,.806,0.7,6.4,7.1,4.8,1.8,0.6,3.1,2.3,27.4,2014
Joe Johnson,SG,32,BRK,12,12,39.1,8.2,15.3,.533,1.8,4.4,.415,6.3,10.9,.580,.592,3.0,3.6,.837,0.8,3.1,3.8,2.9,0.5,0.3,1.6,1.7,21.2,2014
DeAndre Jordan,C,25,LAC,13,13,34.0,3.5,4.8,.730,0.0,0.0,,3.5,4.8,.730,.730,2.5,5.8,.434,3.3,9.2,12.5,0.8,0.9,2.5,1.8,3.5,9.6,2014
Kyle Korver,SG,32,ATL,7,7,35.7,4.3,9.4,.455,3.3,7.7,.426,1.0,1.7,.583,.629,1.6,1.7,.917,0.3,5.0,5.3,0.7,0.6,0.3,1.6,2.1,13.4,2014
David Lee,PF,30,GSW,7,7,31.0,5.9,11.0,.532,0.0,0.0,,5.9,11.0,.532,.532,2.1,2.7,.789,3.4,5.7,9.1,2.6,0.6,0.0,2.4,4.0,13.9,2014
Kawhi Leonard,SF,22,SAS,23,23,32.0,5.3,10.4,.510,1.3,3.2,.419,4.0,7.2,.552,.575,2.3,3.1,.736,1.3,5.4,6.7,1.7,1.7,0.6,1.3,2.9,14.3,2014
Damian Lillard,PG,23,POR,11,11,42.4,7.5,17.2,.439,2.5,6.4,.386,5.1,10.8,.471,.511,5.4,6.0,.894,1.1,4.0,5.1,6.5,1.0,0.1,2.7,2.6,22.9,2014
Kyle Lowry,PG,27,TOR,7,7,38.7,6.3,15.6,.404,2.4,6.1,.395,3.9,9.4,.409,.482,6.1,7.0,.878,1.3,3.4,4.7,4.7,0.9,0.0,2.9,3.9,21.1,2014
Paul Millsap,PF,28,ATL,7,7,38.1,5.9,14.7,.398,1.3,3.9,.333,4.6,10.9,.421,.442,6.4,8.0,.804,3.0,7.9,10.9,2.9,1.4,1.9,2.9,3.6,19.4,2014
Tony Parker,PG,31,SAS,23,23,31.3,7.3,15.0,.486,0.6,1.5,.371,6.7,13.5,.498,.504,2.2,3.0,.729,0.2,1.7,2.0,4.8,0.7,0.1,2.7,1.6,17.4,2014
Chris Paul,PG,28,LAC,13,13,36.3,7.1,15.2,.467,2.5,5.4,.457,4.6,9.8,.472,.548,3.2,4.1,.774,0.9,3.3,4.2,10.3,2.8,0.0,3.0,3.8,19.8,2014
Zach Randolph,PF,32,MEM,6,6,39.0,7.0,17.3,.404,0.0,0.2,.000,7.0,17.2,.408,.404,4.2,6.8,.610,2.8,5.8,8.7,2.3,0.8,0.2,1.7,2.2,18.2,2014
Jeff Teague,PG,25,ATL,7,7,34.6,6.3,16.0,.393,1.3,3.9,.333,5.0,12.1,.412,.433,5.4,5.7,.950,0.7,3.0,3.7,5.0,1.0,0.6,3.0,2.1,19.3,2014
Klay Thompson,SG,23,GSW,7,7,36.7,5.7,14.0,.408,2.3,6.3,.364,3.4,7.7,.444,.490,2.7,3.4,.792,0.6,2.9,3.4,3.6,1.0,0.7,2.1,3.4,16.4,2014
Dwyane Wade,SG,32,MIA,20,20,34.7,7.0,13.9,.500,0.5,1.2,.375,6.5,12.7,.512,.516,3.5,4.5,.767,0.8,3.1,3.9,3.9,1.5,0.3,2.7,2.8,17.8,2014
Kemba Walker,PG,23,CHA,4,4,38.3,6.5,13.8,.473,3.0,6.0,.500,3.5,7.8,.452,.582,3.5,4.5,.778,0.3,3.5,3.8,6.0,2.0,0.8,3.8,1.5,19.5,2014
John Wall,PG,23,WAS,11,11,38.2,5.5,14.9,.366,0.6,2.9,.219,4.8,12.0,.402,.387,4.7,6.2,.765,0.5,3.5,4.0,7.1,1.6,0.7,3.3,2.6,16.3,2014
Russell Westbrook,PG,25,OKC,19,19,38.7,8.8,20.9,.420,1.5,5.3,.280,7.3,15.7,.466,.455,7.6,8.6,.884,2.4,4.9,7.3,8.1,2.2,0.3,4.4,3.3,26.7,2014
Deron Williams,PG,29,BRK,12,12,35.7,5.0,12.7,.395,1.5,4.4,.340,3.5,8.3,.424,.454,3.0,3.8,.800,0.6,2.6,3.2,5.8,1.1,0.2,2.3,2.6,14.5,2014
LaMarcus Aldridge,PF,29,POR,5,5,41.6,7.4,22.4,.330,0.6,2.2,.273,6.8,20.2,.337,.344,6.4,7.2,.889,4.2,7.0,11.2,1.8,0.4,2.4,1.6,3.2,21.8,2015
Giannis Antetokounmpo,SG,20,MIL,6,6,33.5,4.3,11.8,.366,0.0,0.2,.000,4.3,11.7,.371,.366,2.8,3.8,.739,2.0,5.0,7.0,2.7,0.5,1.5,1.8,3.0,11.5,2015
Bradley Beal,SG,21,WAS,10,10,41.8,8.1,20.0,.405,2.3,6.3,.365,5.8,13.7,.423,.463,4.9,5.9,.831,1.4,4.1,5.5,4.6,1.6,0.7,2.6,1.9,23.4,2015
Jimmy Butler,SG,25,CHI,12,12,42.2,7.8,17.8,.441,2.3,6.0,.389,5.5,11.8,.468,.507,4.9,6.0,.819,1.5,4.1,5.6,3.2,2.4,0.8,1.8,2.3,22.9,2015
Stephen Curry,PG,26,GSW,21,21,39.3,9.5,20.9,.456,4.7,11.0,.422,4.9,9.9,.493,.567,4.6,5.5,.835,1.0,4.0,5.0,6.4,1.9,0.1,3.9,2.2,28.3,2015
Anthony Davis,PF,21,NOP,4,4,43.0,11.8,21.8,.540,0.0,0.5,.000,11.8,21.3,.553,.540,8.0,9.0,.889,2.3,8.8,11.0,2.0,1.3,3.0,3.3,3.0,31.5,2015
DeMar DeRozan,SG,25,TOR,4,4,39.8,8.0,20.0,.400,0.8,2.0,.375,7.3,18.0,.403,.419,3.5,4.3,.824,1.3,5.0,6.3,5.8,1.5,0.0,2.5,3.0,20.3,2015
Marc Gasol,C,30,MEM,11,11,37.8,6.5,16.4,.394,0.0,0.2,.000,6.5,16.2,.399,.394,6.8,8.0,.852,1.7,8.5,10.3,4.5,0.9,1.7,1.5,3.0,19.7,2015
Pau Gasol,PF,34,CHI,10,10,31.7,5.6,11.5,.487,0.0,0.4,.000,5.6,11.1,.505,.487,3.2,4.2,.762,1.7,7.7,9.4,3.1,0.5,2.1,2.1,1.8,14.4,2015
Draymond Green,PF,24,GSW,21,21,37.3,4.8,11.4,.417,1.1,4.3,.264,3.6,7.1,.510,.467,3.0,4.1,.736,2.2,7.9,10.1,5.2,1.8,1.2,2.8,4.2,13.7,2015
Blake Griffin,PF,25,LAC,14,14,39.8,10.0,19.6,.511,0.1,0.5,.143,9.9,19.1,.521,.513,5.4,7.6,.717,2.7,10.0,12.7,6.1,1.0,1.0,3.2,3.1,25.5,2015
James Harden,SG,25,HOU,17,17,37.4,7.6,17.3,.439,2.4,6.3,.383,5.2,11.0,.471,.509,9.6,10.5,.916,0.7,5.0,5.7,7.5,1.6,0.4,4.5,2.9,27.2,2015
Jrue Holiday,PG,24,NOP,3,0,18.3,2.3,6.3,.368,0.3,1.3,.250,2.0,5.0,.400,.395,1.3,1.3,1.000,0.7,0.3,1.0,4.3,0.7,0.3,1.7,1.0,6.3,2015
Al Horford,C,28,ATL,16,16,32.6,6.7,13.2,.507,0.1,0.6,.222,6.6,12.6,.520,.512,0.9,1.3,.750,2.5,6.1,8.6,3.7,0.8,1.4,1.6,2.1,14.4,2015
Dwight Howard,C,29,HOU,17,17,33.8,6.2,10.7,.577,0.0,0.0,,6.2,10.7,.577,.577,4.0,9.7,.412,3.6,10.4,14.0,1.2,1.4,2.3,2.2,3.5,16.4,2015
Andre Iguodala,SF,31,GSW,21,3,30.2,3.9,8.1,.474,1.4,3.9,.354,2.5,4.2,.584,.558,1.3,3.1,.415,0.8,3.7,4.5,3.6,1.2,0.3,0.7,2.0,10.4,2015
Kyrie Irving,PG,22,CLE,13,13,35.7,6.2,14.2,.438,2.1,4.6,.450,4.2,9.6,.432,.511,4.5,5.3,.841,0.8,2.8,3.6,3.8,1.3,0.8,1.5,2.2,19.0,2015
LeBron James,SF,30,CLE,20,20,42.2,11.4,27.2,.417,1.3,5.5,.227,10.1,21.7,.465,.440,6.1,8.4,.731,1.9,9.5,11.3,8.5,1.7,1.1,4.1,2.9,30.1,2015
Joe Johnson,SG,33,BRK,6,6,41.5,5.7,15.7,.362,2.0,6.8,.293,3.7,8.8,.415,.426,3.2,4.0,.792,0.8,6.8,7.7,4.8,1.2,0.0,0.8,2.7,16.5,2015
DeAndre Jordan,C,26,LAC,14,14,34.4,4.1,5.8,.716,0.0,0.0,,4.1,5.8,.716,.716,4.8,11.2,.427,3.5,9.9,13.4,1.1,1.1,2.4,1.2,3.0,13.1,2015
Kyle Korver,SG,33,ATL,14,14,37.6,3.7,9.5,.391,2.8,7.9,.355,0.9,1.6,.565,.538,0.9,1.1,.813,0.1,4.9,5.0,2.4,1.4,1.1,1.5,1.9,11.1,2015
David Lee,PF,31,GSW,13,0,8.2,1.2,3.1,.400,0.0,0.0,,1.2,3.1,.400,.400,0.6,1.2,.533,0.8,1.8,2.6,0.6,0.2,0.2,0.2,1.3,3.1,2015
Kawhi Leonard,SF,23,SAS,7,7,35.7,7.4,15.6,.477,1.6,3.7,.423,5.9,11.9,.494,.528,3.9,5.0,.771,1.9,5.6,7.4,2.6,1.1,0.6,2.1,2.6,20.3,2015
Damian Lillard,PG,24,POR,5,5,40.2,7.8,19.2,.406,1.0,6.2,.161,6.8,13.0,.523,.432,5.0,6.4,.781,0.4,3.6,4.0,4.6,0.4,0.6,2.4,3.0,21.6,2015
Kevin Love,PF,26,CLE,4,4,26.8,4.3,10.3,.415,2.3,5.3,.429,2.0,5.0,.400,.524,3.5,4.8,.737,1.5,5.5,7.0,2.5,0.3,0.5,1.5,3.0,14.3,2015
Kyle Lowry,PG,28,TOR,4,4,32.8,4.5,14.3,.316,1.3,5.8,.217,3.3,8.5,.382,.360,2.0,2.8,.727,1.8,3.8,5.5,4.8,1.3,0.0,3.0,4.5,12.3,2015
Khris Middleton,SF,23,MIL,6,6,38.7,5.8,15.3,.380,1.8,5.7,.324,4.0,9.7,.414,.440,2.3,2.5,.933,1.2,2.5,3.7,2.0,2.3,0.5,1.7,2.3,15.8,2015
Paul Millsap,PF,29,ATL,16,15,35.4,5.3,13.1,.407,0.9,3.1,.306,4.4,10.0,.438,.443,3.6,4.9,.744,2.3,6.4,8.7,3.4,1.6,0.9,2.1,3.3,15.2,2015
Tony Parker,PG,32,SAS,7,7,30.0,4.7,13.0,.363,0.0,1.3,.000,4.7,11.7,.402,.363,1.4,2.4,.588,0.6,2.7,3.3,3.6,0.3,0.0,1.6,2.0,10.9,2015
Chris Paul,PG,29,LAC,12,12,37.1,7.9,15.8,.503,2.3,5.4,.415,5.7,10.3,.548,.574,4.0,4.3,.941,0.6,3.8,4.4,8.8,1.8,0.3,2.2,3.1,22.1,2015
Zach Randolph,PF,33,MEM,11,11,34.7,6.5,15.3,.423,0.1,0.5,.200,6.4,14.8,.429,.426,2.6,3.0,.879,2.9,5.5,8.5,2.1,0.5,0.0,2.1,3.4,15.6,2015
Rajon Rondo,PG,28,DAL,2,2,18.5,4.5,10.0,.450,0.5,1.0,.500,4.0,9.0,.444,.475,0.0,0.0,,0.5,0.5,1.0,3.0,0.0,0.0,1.0,3.0,9.5,2015
Jeff Teague,PG,26,ATL,16,16,33.1,6.1,14.9,.410,1.3,4.1,.323,4.8,10.9,.443,.454,3.3,3.8,.867,0.6,2.6,3.2,6.7,1.5,0.4,2.7,2.1,16.8,2015
Klay Thompson,SG,24,GSW,21,21,36.2,7.1,15.9,.446,2.7,7.0,.390,4.4,9.0,.489,.531,1.7,2.1,.800,0.4,3.4,3.9,2.6,0.8,0.9,2.0,3.0,18.6,2015
John Wall,PG,24,WAS,7,7,39.0,6.1,15.7,.391,0.4,2.4,.176,5.7,13.3,.430,.405,4.7,5.6,.846,0.7,4.0,4.7,11.9,1.4,1.4,3.9,1.9,17.4,2015
Deron Williams,PG,30,BRK,6,6,32.0,4.5,11.5,.391,1.8,4.3,.423,2.7,7.2,.372,.471,1.0,1.2,.857,0.5,5.7,6.2,5.5,1.3,0.0,2.7,3.0,11.8,2015
LaMarcus Aldridge,PF,30,SAS,10,10,33.7,8.8,16.9,.521,0.2,0.2,1.000,8.6,16.7,.515,.527,4.1,4.6,.891,2.2,6.1,8.3,1.0,0.4,1.4,1.1,1.8,21.9,2016
Stephen Curry,PG,27,GSW,18,17,34.1,8.2,18.8,.438,4.4,11.0,.404,3.8,7.8,.486,.556,4.2,4.6,.916,0.8,4.7,5.5,5.2,1.4,0.3,4.2,2.2,25.1,2016
DeMar DeRozan,SG,26,TOR,20,20,37.3,7.9,19.9,.394,0.2,1.3,.154,7.7,18.6,.411,.399,5.0,6.2,.813,0.7,3.5,4.2,2.7,1.1,0.2,2.3,2.6,20.9,2016
Goran Dragic,PG,29,MIA,14,14,33.7,6.5,14.7,.442,1.1,3.3,.348,5.4,11.4,.469,.481,2.4,3.1,.767,0.8,4.1,4.9,3.9,0.4,0.2,2.2,3.3,16.5,2016
Kevin Durant,SF,27,OKC,18,18,40.3,9.7,22.6,.430,1.7,6.1,.282,8.0,16.5,.485,.468,7.2,8.1,.890,0.7,6.4,7.1,3.3,1.0,1.0,3.6,2.1,28.4,2016
Paul George,SF,25,IND,7,7,39.3,8.0,17.6,.455,2.6,6.1,.419,5.4,11.4,.475,.528,8.7,9.1,.953,1.3,6.3,7.6,4.3,2.0,0.7,3.3,3.4,27.3,2016
Draymond Green,PF,25,GSW,23,23,38.2,5.2,12.0,.431,1.7,4.5,.365,3.5,7.5,.471,.500,3.4,4.7,.738,1.7,8.3,9.9,6.0,1.6,1.8,2.4,3.5,15.4,2016
Blake Griffin,PF,26,LAC,4,4,31.8,5.0,13.3,.377,0.3,0.5,.500,4.8,12.8,.373,.387,4.8,6.3,.760,1.8,7.0,8.8,4.0,0.8,0.5,2.3,2.3,15.0,2016
James Harden,SG,26,HOU,5,5,38.6,8.2,20.0,.410,2.6,8.4,.310,5.6,11.6,.483,.475,7.6,9.0,.844,1.4,3.8,5.2,7.6,2.4,0.2,5.2,2.6,26.6,2016
Al Horford,C,29,ATL,10,10,32.7,5.4,11.6,.466,1.1,2.8,.393,4.3,8.8,.489,.513,1.5,1.6,.938,1.3,5.2,6.5,3.0,1.2,2.4,1.7,2.5,13.4,2016
Dwight Howard,C,30,HOU,5,5,36.0,5.2,9.6,.542,0.0,0.2,.000,5.2,9.4,.553,.542,2.8,7.6,.368,5.2,8.8,14.0,1.6,0.8,1.4,2.4,4.2,13.2,2016
Andre Iguodala,SF,32,GSW,24,3,32.0,3.3,6.8,.476,1.0,2.7,.385,2.2,4.1,.535,.552,1.3,2.4,.561,1.5,2.9,4.4,3.8,1.2,0.4,1.0,1.5,8.9,2016
Kyrie Irving,PG,23,CLE,21,21,36.9,9.6,20.1,.475,2.4,5.5,.440,7.1,14.6,.489,.535,3.7,4.2,.875,0.7,2.2,3.0,4.7,1.7,0.6,2.3,2.2,25.2,2016
LeBron James,SF,31,CLE,21,21,39.1,10.4,19.9,.525,1.5,4.5,.340,8.9,15.4,.579,.564,3.9,5.9,.661,2.0,7.5,9.5,7.6,2.3,1.3,3.6,2.6,26.3,2016
Joe Johnson,SF,34,MIA,14,14,35.1,4.9,11.3,.430,0.9,3.3,.283,3.9,8.0,.491,.472,1.5,1.7,.875,0.5,4.2,4.7,2.5,0.6,0.2,1.3,1.9,12.1,2016
DeAndre Jordan,C,27,LAC,6,6,33.0,4.0,6.3,.632,0.0,0.0,,4.0,6.3,.632,.632,3.7,9.8,.373,5.0,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7,2016
Kyle Korver,SG,34,ATL,10,8,31.6,3.5,7.5,.467,2.4,5.4,.444,1.1,2.1,.524,.627,0.9,0.9,1.000,0.3,4.5,4.8,1.0,1.0,0.4,0.8,2.3,10.3,2016
David Lee,PF,32,DAL,2,0,16.5,3.0,4.0,.750,0.0,0.0,,3.0,4.0,.750,.750,0.0,0.0,,0.5,2.5,3.0,0.5,0.0,0.0,0.0,3.5,6.0,2016
Kawhi Leonard,SF,24,SAS,10,10,33.9,8.3,16.6,.500,1.7,3.9,.436,6.6,12.7,.520,.551,4.2,5.1,.824,1.4,4.9,6.3,2.8,2.6,1.4,1.6,2.1,22.5,2016
Damian Lillard,PG,25,POR,11,11,39.7,8.1,22.0,.368,3.8,9.7,.393,4.3,12.3,.348,.455,6.5,7.1,.910,1.1,3.2,4.3,6.3,1.3,0.3,3.0,2.1,26.5,2016
Kevin Love,PF,27,CLE,20,19,30.7,4.6,12.0,.385,2.3,5.6,.414,2.3,6.4,.359,.481,3.2,3.8,.840,1.7,7.1,8.8,2.1,0.5,0.4,1.4,1.7,14.7,2016
Kyle Lowry,PG,29,TOR,20,20,38.3,6.6,16.5,.397,2.1,6.9,.304,4.5,9.6,.464,.461,3.9,5.2,.750,0.9,3.8,4.7,6.0,1.6,0.2,3.2,3.7,19.1,2016
Paul Millsap,PF,30,ATL,10,10,36.5,5.9,13.7,.431,0.8,3.3,.242,5.1,10.4,.490,.460,4.1,5.5,.745,2.8,6.6,9.4,2.7,1.3,2.3,2.6,2.9,16.7,2016
Tony Parker,PG,33,SAS,10,10,26.4,4.4,9.8,.449,0.4,1.6,.250,4.0,8.2,.488,.469,1.2,1.4,.857,0.1,2.1,2.2,5.3,0.6,0.2,1.8,1.5,10.4,2016
Chris Paul,PG,30,LAC,4,4,31.3,9.3,19.0,.487,1.5,5.0,.300,7.8,14.0,.554,.526,3.8,3.8,1.000,1.0,3.0,4.0,7.3,2.3,0.0,1.0,3.0,23.8,2016
Zach Randolph,PF,34,MEM,4,4,30.0,5.8,15.5,.371,0.0,0.0,,5.8,15.5,.371,.371,1.5,1.8,.857,3.8,5.0,8.8,1.8,0.3,0.0,1.8,2.5,13.0,2016
Jeff Teague,PG,27,ATL,10,10,27.9,4.6,12.1,.380,0.9,3.6,.250,3.7,8.5,.435,.417,4.4,5.2,.846,0.3,1.6,1.9,6.2,0.6,0.2,2.5,3.0,14.5,2016
Klay Thompson,SG,25,GSW,24,24,35.4,8.4,18.9,.444,4.1,9.6,.424,4.3,9.3,.464,.552,3.4,4.0,.854,0.6,3.0,3.7,2.3,1.1,0.4,2.0,2.2,24.3,2016
Dwyane Wade,SG,34,MIA,14,14,33.8,8.5,18.1,.469,0.9,1.6,.522,7.6,16.5,.463,.492,3.6,4.6,.781,0.9,4.8,5.6,4.3,0.8,0.9,2.7,1.6,21.4,2016
Kemba Walker,PG,25,CHO,7,7,37.1,8.0,21.9,.366,2.0,6.1,.326,6.0,15.7,.382,.412,4.7,5.0,.943,0.4,2.6,3.0,4.0,1.3,0.6,1.7,1.4,22.7,2016
Russell Westbrook,PG,27,OKC,18,18,37.4,8.8,21.8,.405,1.9,5.8,.324,6.9,16.0,.434,.448,6.4,7.8,.829,2.3,4.6,6.9,11.0,2.6,0.1,4.3,2.4,26.0,2016
Deron Williams,PG,31,DAL,3,3,16.3,2.0,6.0,.333,1.0,2.3,.429,1.0,3.7,.273,.417,0.0,0.0,,0.0,0.7,0.7,2.7,0.3,0.0,2.3,2.0,5.0,2016
LaMarcus Aldridge,PF,31,SAS,16,16,33.6,6.9,15.0,.458,0.1,0.9,.143,6.8,14.1,.478,.463,2.6,3.4,.764,2.7,4.8,7.4,1.5,0.6,1.0,1.8,2.6,16.5,2017
Giannis Antetokounmpo,SF,22,MIL,6,6,40.5,10.0,18.7,.536,0.7,1.7,.400,9.3,17.0,.549,.554,4.2,7.7,.543,1.7,7.8,9.5,4.0,2.2,1.7,3.3,3.5,24.8,2017
