Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
LaMarcus Aldridge,PF,31,SAS,16,537,15.2,.500,.058,.229,8.9,17.0,12.8,7.2,1.0,2.9,9.6,24.1,0.2,0.4,0.6,.058,-0.9,-0.8,-1.7,0.0,2017
Giannis Antetokounmpo,SF,22,MIL,6,243,21.9,.563,.089,.411,4.6,25.1,14.1,20.6,2.8,4.0,13.1,29.9,0.1,0.6,0.7,.138,3.8,2.8,6.6,0.5,2017
Bradley Beal,SG,23,WAS,13,505,18.0,.565,.390,.236,3.4,6.7,5.0,11.8,2.1,1.4,8.6,26.7,0.8,0.4,1.2,.112,3.3,-0.8,2.5,0.6,2017
Jimmy Butler,SF,27,CHI,6,239,19.4,.528,.213,.435,4.3,16.2,10.3,19.3,2.2,2.2,10.4,27.1,0.3,0.3,0.6,.116,2.7,0.6,3.3,0.3,2017
Stephen Curry,PG,28,GSW,17,601,27.1,.659,.551,.365,4.2,14.1,9.5,29.5,2.7,0.5,13.8,30.0,2.3,1.1,3.4,.272,8.3,1.4,9.7,1.8,2017
DeMar DeRozan,SG,27,TOR,10,373,16.6,.533,.086,.457,1.3,14.5,8.0,17.1,1.9,0.0,10.6,29.6,0.1,0.4,0.5,.062,0.7,-0.5,0.2,0.2,2017
Kevin Durant,PF,28,GSW,15,533,27.5,.683,.321,.384,3.5,19.5,12.0,19.5,1.1,3.0,10.8,28.3,2.2,0.9,3.1,.280,8.2,1.7,9.9,1.6,2017
Marc Gasol,C,32,MEM,6,240,17.1,.595,.145,.398,3.8,17.3,10.5,19.0,0.5,1.5,13.3,23.5,0.4,0.0,0.4,.085,3.2,-0.5,2.7,0.3,2017
Pau Gasol,C,36,SAS,16,365,15.1,.494,.158,.211,11.9,24.7,18.0,12.4,1.0,4.1,12.6,17.3,0.3,0.4,0.7,.093,-0.2,0.5,0.3,0.2,2017
Paul George,SF,26,IND,4,172,21.0,.553,.477,.341,3.4,20.8,11.9,26.1,2.1,1.1,11.4,29.0,0.4,0.1,0.5,.131,5.2,0.9,6.1,0.4,2017
Draymond Green,PF,26,GSW,17,593,17.9,.583,.484,.416,3.9,23.0,14.1,24.0,2.5,3.8,15.9,16.4,1.1,1.4,2.4,.196,2.6,4.2,6.8,1.3,2017
James Harden,PG,27,HOU,11,407,23.0,.583,.528,.528,1.9,13.7,8.0,41.7,2.6,0.9,18.0,35.3,0.8,0.6,1.3,.157,6.0,1.0,7.0,0.9,2017
Al Horford,C,30,BOS,18,610,20.1,.668,.274,.153,5.8,17.3,11.3,25.9,1.3,2.0,14.0,17.5,1.7,0.4,2.1,.165,4.4,1.5,5.9,1.2,2017
Dwight Howard,C,31,ATL,6,157,13.9,.541,.000,.528,12.8,33.0,22.8,7.6,1.9,2.5,19.9,14.9,0.0,0.3,0.4,.114,-2.5,1.5,-1.0,0.0,2017
Andre Iguodala,SF,33,GSW,16,419,10.5,.511,.416,.257,2.5,13.5,8.4,15.5,1.6,1.4,12.5,13.2,0.2,0.6,0.9,.099,-1.2,1.3,0.1,0.2,2017
Kyrie Irving,PG,24,CLE,18,653,21.3,.573,.319,.227,2.4,6.5,4.6,24.7,1.7,1.0,10.6,31.1,1.6,0.4,2.0,.147,4.0,-1.8,2.2,0.7,2017
LeBron James,SF,32,CLE,18,744,30.1,.649,.279,.422,3.1,21.6,12.8,33.8,2.3,2.6,13.7,31.6,3.2,1.1,4.3,.275,7.7,2.1,9.8,2.2,2017
Joe Johnson,SF,35,UTA,11,326,12.1,.509,.338,.113,2.9,12.9,7.9,14.7,1.0,0.3,8.5,22.3,-0.1,0.2,0.2,.025,0.0,-0.7,-0.6,0.1,2017
DeAndre Jordan,C,28,LAC,7,264,17.3,.631,.016,.918,11.7,37.6,24.3,3.2,0.6,2.2,16.6,18.7,0.3,0.4,0.7,.128,0.8,-0.1,0.7,0.2,2017
Kyle Korver,SG,35,CLE,18,326,10.2,.622,.863,.125,0.8,9.5,5.4,5.3,1.1,1.3,7.7,12.5,0.4,0.2,0.6,.094,0.6,-1.0,-0.4,0.1,2017
David Lee,PF,33,SAS,15,245,12.1,.550,.021,.354,9.1,18.2,13.4,6.2,0.8,2.0,9.8,11.1,0.3,0.2,0.5,.098,-0.5,-0.1,-0.6,0.1,2017
Kawhi Leonard,SF,25,SAS,12,429,31.5,.672,.272,.505,4.9,20.8,12.5,22.3,2.4,1.4,9.5,28.2,2.3,0.5,2.8,.314,10.5,3.7,14.2,1.7,2017
Damian Lillard,PG,26,POR,4,151,18.4,.550,.356,.278,2.6,10.6,6.3,17.9,1.6,1.1,11.4,31.4,0.1,0.0,0.1,.041,4.0,-1.4,2.6,0.2,2017
Kevin Love,PF,28,CLE,18,578,19.7,.604,.509,.344,7.6,29.7,19.3,7.5,1.8,2.3,11.0,21.8,1.3,0.9,2.1,.178,3.5,-0.3,3.2,0.8,2017
Kyle Lowry,PG,30,TOR,8,300,15.7,.586,.409,.355,1.2,8.8,5.0,26.5,2.1,1.2,13.7,19.5,0.4,0.3,0.7,.116,1.6,0.6,2.2,0.3,2017
Khris Middleton,SF,25,MIL,6,231,12.8,.496,.244,.282,0.0,15.7,7.3,23.4,2.8,0.0,11.1,20.4,0.0,0.4,0.4,.088,-0.9,1.8,1.0,0.2,2017
Paul Millsap,PF,31,ATL,6,219,21.3,.597,.172,.535,4.6,24.1,14.3,21.5,2.2,1.5,15.8,28.1,0.3,0.4,0.7,.162,2.0,3.2,5.3,0.4,2017
Victor Oladipo,SG,24,OKC,5,181,6.9,.424,.410,.098,1.1,16.4,8.3,8.0,1.9,1.6,8.6,16.5,-0.2,0.1,-0.1,-0.021,-4.7,-0.5,-5.2,-0.1,2017
Tony Parker,PG,34,SAS,8,211,19.5,.616,.196,.144,1.1,10.3,5.5,20.4,1.0,0.0,10.4,24.2,0.5,0.1,0.6,.139,3.4,0.1,3.4,0.3,2017
Chris Paul,PG,31,LAC,7,260,27.8,.592,.281,.244,1.9,15.6,8.6,52.9,2.5,0.4,11.3,31.2,1.0,0.4,1.3,.246,8.0,2.3,10.4,0.8,2017
Zach Randolph,PF,35,MEM,6,191,11.6,.450,.084,.133,6.1,27.2,16.6,4.0,1.5,1.0,7.4,24.9,-0.3,0.1,-0.2,-0.049,-1.6,-2.3,-4.0,-0.1,2017
Klay Thompson,SG,26,GSW,17,596,9.3,.507,.447,.139,2.1,9.3,6.0,8.0,1.1,0.7,8.7,19.8,-0.1,0.7,0.6,.049,-1.4,-1.8,-3.3,-0.2,2017
Dwyane Wade,SG,35,CHI,6,190,15.5,.472,.198,.244,3.6,13.9,8.8,21.5,1.4,4.3,9.5,25.0,0.1,0.2,0.2,.063,1.0,0.0,1.0,0.1,2017
John Wall,PG,26,WAS,13,507,23.0,.548,.217,.331,1.6,9.4,5.5,45.7,2.2,2.7,14.6,32.1,0.9,0.5,1.4,.136,6.2,-0.4,5.7,1.0,2017
Russell Westbrook,PG,28,OKC,5,194,27.7,.511,.322,.461,4.7,28.9,16.1,55.7,3.0,1.0,14.1,47.0,0.2,0.3,0.4,.103,7.5,2.2,9.7,0.6,2017
Deron Williams,PG,32,CLE,18,262,10.0,.567,.484,.172,1.4,8.5,5.1,19.4,1.9,0.3,19.8,14.6,0.2,0.2,0.4,.073,-1.9,-0.5,-2.4,0.0,2017
LaMarcus Aldridge,C,32,SAS,5,177,24.8,.599,.063,.525,7.8,22.6,14.7,13.2,0.9,1.0,8.4,27.8,0.6,0.1,0.7,.189,5.6,0.1,5.7,0.3,2018
Giannis Antetokounmpo,PF,23,MIL,7,280,26.6,.620,.116,.455,3.7,23.5,14.3,28.2,1.9,1.9,10.5,28.2,1.0,0.4,1.4,.239,5.6,1.4,7.1,0.6,2018
Bradley Beal,SG,24,WAS,6,216,17.0,.588,.417,.213,1.1,9.9,5.5,13.1,1.6,0.8,11.3,27.2,0.3,0.1,0.4,.078,3.1,-0.6,2.5,0.2,2018
Jimmy Butler,SG,28,MIN,5,170,16.9,.557,.270,.286,2.0,16.7,9.6,18.8,1.2,0.6,6.6,20.4,0.3,0.0,0.3,.098,2.3,0.3,2.6,0.2,2018
Stephen Curry,PG,29,GSW,15,555,22.3,.590,.533,.155,1.9,15.4,9.0,24.0,2.3,1.7,11.7,29.6,1.1,1.0,2.1,.182,5.8,1.2,7.1,1.3,2018
Anthony Davis,PF,24,NOP,9,358,25.8,.584,.108,.314,7.2,27.2,17.6,7.0,2.3,4.6,9.0,30.5,0.7,0.7,1.4,.184,3.5,1.4,4.8,0.6,2018
DeMar DeRozan,SG,28,TOR,10,354,16.3,.511,.176,.266,2.0,10.6,6.2,20.3,0.7,1.3,9.4,31.5,0.2,-0.1,0.2,.023,0.6,-2.5,-1.8,0.0,2018
Goran Dragic,PG,31,MIA,5,156,14.3,.549,.280,.293,2.0,6.9,4.4,27.4,1.5,0.0,15.0,27.5,0.0,0.0,0.0,.010,0.9,-1.8,-0.9,0.0,2018
Kevin Durant,SF,29,GSW,21,807,25.1,.606,.317,.349,1.9,19.4,11.1,20.7,0.9,2.7,9.1,30.6,2.7,1.3,4.0,.237,6.7,0.9,7.6,2.0,2018
Joel Embiid,C,23,PHI,8,278,18.1,.519,.210,.442,8.7,30.4,19.4,14.8,1.2,4.6,15.0,29.3,0.0,0.5,0.6,.096,1.4,0.4,1.8,0.3,2018
Paul George,SF,27,OKC,6,251,14.6,.545,.433,.300,1.7,13.3,7.6,11.0,1.6,1.5,15.0,27.8,0.0,0.3,0.2,.045,1.3,-1.0,0.3,0.1,2018
Draymond Green,PF,27,GSW,21,819,16.2,.529,.411,.255,5.9,23.0,14.9,27.7,2.5,3.3,22.8,15.1,0.9,1.8,2.8,.162,1.1,3.9,5.0,1.4,2018
James Harden,SG,28,HOU,17,621,24.9,.548,.452,.345,2.5,13.6,7.9,35.9,3.1,1.6,12.8,36.7,1.2,0.9,2.1,.163,6.3,1.8,8.1,1.6,2018
Jrue Holiday,SG,27,NOP,9,348,19.7,.581,.294,.176,2.8,12.1,7.6,25.6,1.3,1.1,11.2,25.3,0.6,0.3,1.0,.132,2.6,0.6,3.2,0.5,2018
Al Horford,C,31,BOS,19,679,20.1,.631,.211,.368,5.3,21.6,13.3,15.8,1.4,2.9,11.9,18.3,1.7,1.0,2.7,.192,2.1,2.3,4.4,1.1,2018
Andre Iguodala,SF,34,GSW,15,401,14.7,.610,.435,.400,3.2,14.8,9.3,13.6,2.6,1.5,12.3,12.7,0.7,0.7,1.4,.171,0.0,2.8,2.9,0.5,2018
LeBron James,PF,33,CLE,22,922,32.2,.619,.224,.418,3.9,22.3,12.9,46.4,1.7,2.3,13.5,35.0,4.2,1.0,5.2,.269,10.1,2.6,12.7,3.4,2018
Kyle Korver,SG,36,CLE,22,505,11.4,.604,.773,.156,1.4,11.1,6.1,5.8,0.9,1.6,8.5,15.1,0.7,0.3,1.0,.092,1.1,-0.9,0.2,0.3,2018
Damian Lillard,PG,27,POR,4,162,9.5,.471,.423,.239,1.9,11.2,6.1,16.6,1.5,0.0,16.9,24.9,-0.2,0.0,-0.2,-0.062,-1.9,-2.8,-4.7,-0.1,2018
Kevin Love,C,29,CLE,21,660,15.5,.511,.381,.230,8.6,30.6,19.4,8.6,1.2,1.1,11.8,24.3,0.3,0.7,1.0,.073,1.1,-2.0,-0.9,0.2,2018
Kyle Lowry,PG,31,TOR,10,361,19.9,.659,.534,.271,0.7,14.2,7.3,37.0,2.1,0.0,19.0,20.5,1.1,0.0,1.1,.150,4.6,1.1,5.8,0.7,2018
Khris Middleton,SF,26,MIL,7,275,22.5,.719,.366,.170,0.5,14.2,7.8,14.3,1.1,1.6,11.7,24.1,0.9,0.2,1.1,.195,5.0,-0.2,4.9,0.5,2018
Victor Oladipo,SG,25,IND,7,261,22.0,.548,.449,.323,1.5,24.7,13.6,26.8,3.4,1.3,14.2,30.5,0.3,0.6,0.9,.160,4.5,3.2,7.6,0.6,2018
Chris Paul,PG,32,HOU,15,517,22.8,.565,.385,.206,1.9,17.4,9.5,30.8,2.9,0.7,9.1,26.7,1.4,0.7,2.1,.193,4.2,2.5,6.6,1.1,2018
Rajon Rondo,PG,31,NOP,9,302,15.6,.474,.207,.152,3.2,19.6,11.7,47.4,2.0,0.5,25.2,18.6,0.1,0.4,0.5,.082,0.3,0.8,1.1,0.2,2018
Ben Simmons,PG,21,PHI,10,369,16.6,.541,.008,.464,4.6,22.9,13.6,33.0,2.3,2.0,22.6,22.1,0.2,0.6,0.8,.103,0.3,1.8,2.1,0.4,2018
Jeff Teague,PG,29,MIN,5,153,13.2,.556,.353,.333,2.2,10.3,6.4,29.6,1.0,1.4,19.3,21.6,0.1,0.0,0.1,.028,-0.1,-1.1,-1.2,0.0,2018
Klay Thompson,SG,27,GSW,21,794,13.9,.579,.459,.091,1.6,9.9,5.9,7.3,1.0,0.7,8.0,21.8,0.9,0.9,1.8,.107,1.1,-1.0,0.1,0.4,2018
John Wall,PG,27,WAS,6,234,24.2,.528,.165,.370,1.5,15.8,8.7,50.2,3.0,2.9,15.5,32.9,0.4,0.2,0.6,.125,4.8,1.9,6.7,0.5,2018
Russell Westbrook,PG,29,OKC,6,235,20.3,.493,.261,.248,5.0,27.1,16.2,38.1,1.9,0.0,14.8,39.0,-0.1,0.3,0.3,.052,3.9,0.1,4.1,0.4,2018
LaMarcus Aldridge,C,33,SAS,7,244,21.8,.517,.091,.273,8.4,21.1,14.8,13.1,1.1,2.3,4.9,27.0,0.5,0.2,0.7,.130,2.5,-0.2,2.3,0.3,2019
Giannis Antetokounmpo,PF,24,MIL,15,514,26.5,.570,.210,.641,7.5,27.7,17.9,25.1,1.6,5.3,13.0,32.2,1.1,1.3,2.3,.219,5.0,3.3,8.4,1.4,2019
Jimmy Butler,SF,29,PHI,12,421,21.1,.564,.257,.411,6.0,12.5,9.4,23.2,2.0,1.5,9.6,22.9,1.2,0.6,1.7,.195,4.4,1.8,6.2,0.9,2019
Stephen Curry,PG,30,GSW,22,846,22.6,.620,.566,.364,2.4,15.2,9.0,23.9,1.4,0.5,11.7,29.0,2.8,0.4,3.3,.185,5.6,-0.5,5.2,1.5,2019
DeMar DeRozan,SG,29,SAS,7,251,23.2,.557,.008,.370,4.3,15.8,10.1,21.6,1.7,0.3,8.0,27.7,0.6,0.1,0.8,.149,3.0,0.8,3.8,0.4,2019
Kevin Durant,SF,30,GSW,12,442,26.8,.661,.329,.465,0.3,14.7,7.7,21.6,1.4,2.6,12.8,32.9,1.6,0.3,1.9,.206,6.8,0.8,7.6,1.1,2019
Joel Embiid,C,24,PHI,11,334,21.8,.559,.245,.566,7.2,28.9,18.6,17.9,1.2,6.7,16.8,30.2,0.3,0.7,1.0,.149,2.5,2.6,5.1,0.6,2019
Marc Gasol,C,34,TOR,24,735,13.5,.564,.494,.256,2.4,20.6,11.5,14.7,1.4,3.5,9.5,13.6,1.0,1.3,2.3,.151,0.3,3.1,3.4,1.0,2019
Paul George,SF,28,OKC,5,204,18.8,.583,.465,.485,3.1,20.0,11.4,15.4,1.6,0.4,14.0,29.8,0.3,0.2,0.5,.106,2.6,0.6,3.2,0.3,2019
Draymond Green,PF,28,GSW,22,851,16.5,.561,.249,.310,5.7,23.9,15.1,30.8,1.8,3.8,24.2,17.5,1.0,1.0,2.0,.111,0.3,3.2,3.6,1.2,2019
James Harden,PG,29,HOU,11,424,25.2,.567,.519,.371,2.5,17.3,10.1,33.7,2.8,2.2,14.2,37.1,1.0,0.7,1.7,.189,6.4,1.7,8.1,1.1,2019
Al Horford,C,32,BOS,9,310,14.2,.530,.400,.164,4.5,21.4,13.3,21.7,0.6,2.1,13.9,19.4,0.1,0.5,0.7,.105,1.5,1.3,2.8,0.4,2019
Andre Iguodala,SF,35,GSW,21,629,15.2,.565,.482,.223,5.1,11.4,8.3,18.4,1.9,3.6,10.3,14.0,1.1,0.5,1.5,.117,1.7,2.0,3.7,0.9,2019
Kyrie Irving,PG,26,BOS,9,330,15.4,.488,.324,.223,1.6,10.3,6.2,35.8,1.7,1.1,12.5,29.8,-0.1,0.5,0.4,.060,2.1,0.3,2.5,0.4,2019
Nikola Jokic,C,23,DEN,14,557,29.6,.596,.215,.299,10.0,24.5,17.2,37.1,1.5,1.8,10.9,26.5,2.4,0.6,3.0,.263,8.3,3.3,11.6,1.9,2019
Kawhi Leonard,SF,27,TOR,24,939,27.9,.619,.292,.435,6.4,19.3,12.8,19.3,2.1,1.8,11.1,32.0,3.2,1.7,4.9,.249,7.6,2.4,10.1,2.9,2019
Damian Lillard,PG,28,POR,16,650,20.6,.566,.479,.345,1.3,11.1,6.2,28.0,2.1,0.6,13.6,29.4,1.2,0.4,1.6,.119,4.9,-0.2,4.6,1.1,2019
Kyle Lowry,PG,32,TOR,24,901,15.4,.576,.522,.291,2.6,11.8,7.2,27.5,1.7,0.8,14.5,18.4,1.6,1.3,2.8,.150,1.0,1.3,2.3,1.0,2019
Khris Middleton,SF,27,MIL,15,515,14.7,.567,.458,.259,1.8,16.1,9.2,19.6,0.8,0.0,11.5,21.0,0.7,0.8,1.5,.139,0.7,0.6,1.3,0.5,2019
Paul Millsap,PF,33,DEN,14,469,14.9,.558,.242,.389,5.3,15.9,10.5,3.6,1.3,2.5,8.9,19.1,0.6,0.4,1.0,.098,-1.4,-0.1,-1.5,0.0,2019
Chris Paul,PG,33,HOU,11,397,17.6,.557,.426,.304,4.1,15.4,9.9,25.1,3.0,1.6,18.1,22.7,0.5,0.6,1.1,.132,0.7,1.7,2.5,0.4,2019
Ben Simmons,PG,22,PHI,12,421,18.0,.625,.000,.345,6.5,14.9,10.9,26.3,1.7,2.6,19.3,16.6,0.8,0.6,1.4,.161,1.6,2.0,3.7,0.6,2019
Klay Thompson,SG,28,GSW,21,818,14.5,.575,.439,.114,1.7,10.1,6.0,8.3,1.7,1.8,9.1,22.1,0.8,0.4,1.2,.072,0.6,-0.4,0.2,0.5,2019
Russell Westbrook,PG,30,OKC,5,197,16.0,.466,.306,.234,3.8,20.7,12.1,46.0,1.2,1.3,15.8,31.5,-0.1,0.2,0.1,.026,1.5,0.4,1.9,0.2,2019
Giannis Antetokounmpo,PF,25,MIL,9,277,31.3,.610,.248,.503,10.3,38.2,24.0,36.7,1.0,3.1,13.2,35.2,0.9,0.5,1.4,.238,7.8,3.4,11.2,0.9,2020
Jimmy Butler,SF,30,MIA,21,806,23.8,.616,.146,.647,6.8,12.5,9.7,26.3,2.5,1.7,13.5,24.7,2.5,1.0,3.5,.209,4.4,1.5,5.9,1.6,2020
Anthony Davis,PF,26,LAL,21,769,29.6,.665,.167,.499,8.5,22.7,15.6,16.1,1.7,3.8,10.8,27.8,3.3,1.2,4.5,.284,6.5,2.1,8.7,2.1,2020
Goran Dragic,PG,33,MIA,17,553,15.9,.549,.399,.228,2.8,11.3,7.2,24.1,1.5,0.4,11.7,27.4,0.4,0.4,0.8,.070,1.1,-0.8,0.3,0.3,2020
Marc Gasol,C,35,TOR,11,228,7.8,.467,.422,.234,1.9,21.3,11.3,18.4,1.1,3.3,18.5,16.8,-0.2,0.4,0.2,.043,-4.5,2.6,-1.9,0.0,2020
Paul George,SF,29,LAC,13,479,14.7,.536,.502,.249,3.2,15.3,9.2,15.5,1.9,1.4,14.0,26.1,0.1,0.5,0.6,.063,0.4,0.0,0.4,0.3,2020
James Harden,SG,30,HOU,12,448,27.5,.636,.513,.509,2.8,14.4,8.3,38.8,2.0,2.2,13.9,32.4,1.7,0.7,2.4,.253,7.5,1.9,9.4,1.3,2020
Dwight Howard,C,34,LAL,18,282,15.7,.677,.035,.789,13.5,21.2,17.4,4.5,1.4,2.8,17.2,14.3,0.6,0.4,1.0,.162,-2.3,0.3,-2.1,0.0,2020
Andre Iguodala,SF,36,MIA,21,410,9.3,.580,.600,.108,3.2,11.7,7.6,10.7,2.1,3.1,17.1,9.1,0.2,0.5,0.7,.082,-1.6,2.2,0.6,0.3,2020
LeBron James,PG,35,LAL,21,762,30.2,.647,.312,.393,4.4,30.5,17.5,42.0,1.7,2.3,15.8,30.4,3.0,1.2,4.3,.269,7.6,3.1,10.7,2.4,2020
Nikola Jokic,C,24,DEN,19,694,24.8,.614,.286,.230,6.4,25.5,16.0,28.6,1.5,2.1,14.1,28.9,1.9,0.6,2.5,.172,6.1,1.3,7.4,1.7,2020
Kawhi Leonard,SF,28,LAC,13,511,27.8,.593,.272,.351,5.2,21.4,13.2,23.9,2.9,2.1,9.6,29.3,1.6,0.8,2.4,.228,6.4,2.9,9.4,1.5,2020
Kyle Lowry,PG,33,TOR,11,413,16.1,.559,.486,.405,2.0,17.1,9.4,23.9,2.2,2.1,13.8,21.6,0.4,0.8,1.3,.146,0.9,2.6,3.5,0.5,2020
Khris Middleton,SF,28,MIL,10,355,13.5,.507,.361,.256,1.5,19.6,10.4,27.0,1.5,0.6,14.5,28.4,-0.1,0.5,0.3,.043,-0.4,0.4,0.0,0.2,2020
Paul Millsap,PF,34,DEN,19,459,10.7,.536,.373,.458,6.8,16.2,11.5,7.1,1.3,1.9,15.0,16.6,0.2,0.3,0.4,.046,-1.8,-0.9,-2.7,-0.1,2020
Chris Paul,PG,34,OKC,7,261,19.3,.604,.384,.232,1.2,18.9,10.4,26.1,2.0,1.4,15.7,24.2,0.4,0.4,0.8,.141,1.9,2.2,4.1,0.4,2020
Rajon Rondo,PG,33,LAL,16,395,16.8,.553,.413,.157,3.9,16.6,10.3,37.1,2.7,0.5,20.8,18.0,0.6,0.6,1.2,.144,1.4,2.1,3.5,0.5,2020
Kemba Walker,PG,29,BOS,17,628,16.9,.573,.492,.316,1.1,10.8,6.2,22.5,1.2,1.1,9.9,23.0,1.1,0.8,1.9,.148,2.6,0.4,3.0,0.8,2020
Russell Westbrook,PG,31,HOU,8,262,12.1,.464,.236,.229,4.5,20.2,11.9,25.8,2.2,0.8,16.3,31.5,-0.7,0.4,-0.2,-0.043,-1.9,-1.2,-3.2,-0.1,2020
Giannis Antetokounmpo,PF,26,MIL,21,800,27.6,.599,.159,.469,7.8,28.7,18.0,24.3,1.3,2.9,10.8,31.8,2.0,1.7,3.7,.224,6.7,3.2,9.9,2.4,2021
Bradley Beal,SG,27,WAS,5,195,17.5,.540,.260,.293,3.2,14.5,8.7,19.3,1.0,1.2,12.6,34.1,-0.1,0.0,0.0,-0.010,3.9,-2.3,1.6,0.2,2021
Jimmy Butler,SF,31,MIA,4,154,9.7,.394,.234,.344,3.6,15.8,9.5,30.7,1.6,0.6,10.9,23.6,-0.3,0.1,-0.2,-0.064,-0.9,-0.5,-1.4,0.0,2021
Kevin Durant,PF,32,BRK,12,485,26.9,.630,.291,.358,1.2,23.1,12.6,20.2,1.9,3.5,11.4,34.5,1.2,1.0,2.2,.214,7.8,2.2,10.0,1.5,2021
Joel Embiid,C,26,PHI,11,357,26.2,.631,.208,.553,5.1,29.7,17.8,17.2,1.5,3.6,14.6,34.6,0.7,0.8,1.5,.197,4.7,2.8,7.5,0.9,2021
Paul George,SF,30,LAC,19,776,20.0,.578,.406,.412,2.6,24.4,13.6,21.8,1.3,1.3,13.2,30.5,1.1,0.8,1.9,.116,2.5,0.0,2.5,0.9,2021
Blake Griffin,PF,31,BRK,12,318,14.6,.634,.456,.177,5.4,18.6,12.3,9.3,1.6,1.7,5.5,12.9,0.7,0.5,1.2,.181,0.9,1.6,2.4,0.4,2021
James Harden,PG,31,BRK,9,322,23.9,.673,.611,.574,2.5,16.4,9.8,35.1,2.3,1.7,16.1,22.7,1.2,0.6,1.8,.263,7.0,2.0,9.1,0.9,2021
Jrue Holiday,PG,30,MIL,23,912,15.2,.482,.365,.144,3.7,12.0,7.8,31.4,2.1,1.0,11.9,22.1,0.5,1.6,2.1,.111,1.2,1.2,2.4,1.0,2021
Kyrie Irving,PG,28,BRK,9,325,20.0,.582,.399,.172,4.3,13.0,8.8,15.8,1.4,1.4,5.9,26.0,0.6,0.5,1.1,.164,4.1,-0.6,3.5,0.5,2021
LeBron James,PG,36,LAL,6,224,20.1,.564,.421,.202,3.4,19.0,10.8,45.2,2.1,0.9,16.8,29.7,0.1,0.3,0.4,.092,6.5,2.7,9.2,0.6,2021
Nikola Jokic,C,25,DEN,10,345,29.6,.591,.232,.241,11.3,28.0,19.0,27.7,0.9,2.5,8.7,34.8,1.2,0.1,1.3,.181,8.8,0.2,9.0,0.9,2021
Kawhi Leonard,SF,29,LAC,11,432,30.6,.679,.286,.352,6.0,16.6,11.4,20.9,2.8,2.0,8.9,29.1,2.0,0.5,2.5,.277,8.1,2.6,10.7,1.4,2021
Damian Lillard,PG,30,POR,6,248,30.4,.660,.582,.373,0.5,11.4,6.1,41.3,1.2,1.5,7.7,30.7,1.5,0.0,1.5,.286,12.2,0.0,12.2,0.8,2021
Khris Middleton,SF,29,MIL,23,922,16.5,.548,.387,.215,2.8,17.7,10.1,19.6,1.9,0.4,13.0,26.4,0.6,1.6,2.2,.115,1.5,1.1,2.6,1.1,2021
Chris Paul,PG,35,PHO,20,683,20.7,.584,.217,.217,1.6,9.4,5.7,39.5,1.7,0.4,11.6,24.8,1.7,0.9,2.5,.178,4.3,0.7,5.0,1.2,2021
Rajon Rondo,PG,34,LAC,13,220,10.6,.472,.528,.226,2.1,15.5,8.9,31.0,1.2,1.3,19.4,15.3,0.1,0.2,0.2,.054,-1.6,-1.1,-2.7,0.0,2021
Ben Simmons,PG,24,PHI,12,402,18.1,.562,.011,.768,7.1,18.5,13.0,35.7,1.8,2.0,17.5,16.5,0.7,0.7,1.4,.173,1.5,2.8,4.3,0.6,2021
Russell Westbrook,PG,32,WAS,5,186,15.7,.462,.238,.512,7.9,23.1,15.2,45.6,0.5,0.4,16.9,27.9,-0.1,0.0,0.0,-0.006,2.9,-1.2,1.7,0.2,2021
Giannis Antetokounmpo,PF,27,MIL,12,448,26.8,.552,.144,.470,6.2,31.8,19.4,36.9,0.9,3.4,13.6,38.5,0.6,1.1,1.7,.178,6.5,4.0,10.4,1.4,2022
Jimmy Butler,SF,32,MIA,17,629,29.9,.604,.207,.402,7.4,16.3,11.7,23.5,2.8,1.9,6.1,29.1,2.7,1.1,3.8,.291,8.3,3.5,11.8,2.2,2022
Stephen Curry,PG,33,GSW,22,764,24.4,.606,.520,.293,1.7,14.9,8.4,28.3,1.9,1.1,10.3,31.8,2.4,0.9,3.2,.203,6.7,1.1,7.7,1.9,2022
DeMar DeRozan,PF,32,CHI,5,203,13.4,.481,.095,.316,0.5,14.0,6.7,20.9,2.1,1.0,9.2,25.7,-0.2,0.3,0.1,.019,-1.3,0.5,-0.8,0.1,2022
Kevin Durant,PF,33,BRK,4,176,13.6,.526,.253,.458,1.5,15.7,8.5,22.3,1.2,0.5,17.4,31.5,0.0,-0.1,-0.1,-0.026,0.4,-3.3,-2.9,0.0,2022
Joel Embiid,C,27,PHI,10,385,19.1,.590,.205,.553,7.0,26.2,17.0,9.9,0.5,1.9,13.8,28.4,0.5,0.4,0.9,.117,1.1,-1.0,0.1,0.2,2022
Draymond Green,PF,31,GSW,22,703,12.3,.534,.271,.326,4.3,20.6,12.7,25.7,1.8,3.2,26.4,14.0,0.4,1.0,1.4,.094,-2.0,2.9,0.9,0.5,2022
James Harden,PG,32,PHI,12,479,16.8,.584,.481,.475,3.0,13.9,8.7,34.8,1.0,1.5,20.7,23.7,0.7,0.4,1.1,.112,2.5,-0.6,1.9,0.5,2022
Jrue Holiday,PG,31,MIL,12,463,13.8,.461,.336,.132,2.8,11.8,7.4,27.6,2.2,1.5,12.0,26.4,-0.4,1.0,0.6,.058,0.9,0.7,1.6,0.4,2022
